#class tools::wcsv::ntuple
#title Edep and TrackL
#separator 44
#vector_separator 59
#column double dx
#column double dy
#column double Light
#column double Distance
-224.859,2.87285,0,0
-20.8447,-186.191,0,0
226.976,-181.983,0,0
60.5659,-44.2953,0,0
-159.107,-124.954,0,0
166.676,93.4414,0,0
-153.807,83.6663,0,0
-117.442,242.362,0,0
-216.889,-67.9664,0,0
92.5832,191.347,0,0
-11.1897,-85.169,0,0
-44.4757,245.602,0,0
57.3019,81.1452,0,0
-22.4085,-178.963,0,0
137.052,194.069,0,0
142.894,217.873,0,0
-105.264,-150.443,0,0
-49.2587,90.9069,0,0
-161.485,1.10405,0,0
-20.5693,-218.716,0,0
-43.3091,81.4642,0,0
-137.459,-156.281,0,0
-48.8693,188.313,0,0
-47.0482,-185.772,0,0
-10.963,84.4985,0,0
54.8481,58.7603,0,0
-136.602,-162.41,0,0
-152.975,31.4189,0,0
-72.389,171.075,0,0
39.0965,71.6423,0,0
-173.028,178.004,0,0
128.829,-205.142,0,0
65.6243,-10.895,0,0
206.651,90.3655,0,0
163.143,19.7203,0,0
-148.763,145.548,0,0
138.539,230.601,0,0
230.287,-42.3429,0,0
201.252,240.844,0,0
214.358,-59.6778,0,0
-129.851,-156.971,0,0
10.6451,-237.443,0,0
50.6712,103.188,0,0
-185.745,-67.7556,0,0
48.2986,27.6845,39.8875,400
236.036,-104.272,0,0
-41.6607,-94.166,0,0
-21.1051,210.225,0,0
-136.065,-86.8249,0,0
-97.7974,-185.962,0,0
203.257,149.103,0,0
185.551,-137.081,0,0
42.5382,-27.3374,4.43194,400
192.742,-84.9271,0,0
-134.161,194.873,0,0
10.1849,-3.09461,22.1597,400
236.77,188.705,0,0
116.281,130.473,0,0
139.164,-135.616,0,0
-161.506,115.992,0,0
-120.971,102.255,0,0
-211.864,36.6878,0,0
199.416,132.847,0,0
43.9375,205.61,0,0
43.2129,-193.542,0,0
-14.315,-217.115,0,0
-215.392,-56.3933,0,0
-231.651,-75.455,0,0
114.774,0.157267,0,0
97.2149,46.203,0,0
70.5394,-246.261,0,0
-74.4972,142.857,0,0
200.753,-207.306,0,0
-214.094,-244.091,0,0
120.489,-229.496,0,0
-1.96825,-147.438,0,0
-206.544,248.506,0,0
213.184,176.176,0,0
-90.1144,162.236,0,0
-0.0901269,-38.0957,0,0
139.122,-15.4951,0,0
47.122,-186.399,0,0
173.073,166.762,0,0
-104.95,-68.5761,0,0
-70.7176,54.4083,0,0
-24.7176,181.806,0,0
206.447,-149.06,0,0
52.0515,36.2547,0,0
34.6389,-28.3036,4.43194,400
-33.277,-84.4228,0,0
-80.8053,-217.142,0,0
188.809,-26.0441,0,0
-155.603,-246.609,0,0
-52.0822,-67.1948,0,0
87.0574,137.669,0,0
-13.2103,-60.1906,0,0
-50.9679,-238.1,0,0
-107.164,14.1337,0,0
-53.821,228.366,0,0
150.711,246.534,0,0
138.198,135.017,0,0
35.8535,-158.133,0,0
-118.915,-44.3974,0,0
-60.8809,-82.4644,0,0
-37.5727,-239.273,0,0
248.542,238.02,0,0
-112.342,78.9521,0,0
-30.7927,16.9799,31.0236,400
-148.423,47.4704,0,0
31.9288,-169.872,0,0
-240.022,68.4025,0,0
237.463,-230.698,0,0
-27.1577,175.31,0,0
112.748,-6.67982,0,0
-226.554,-82.5334,0,0
34.4571,-215.819,0,0
-71.51,234.62,0,0
149.621,119.155,0,0
-231.647,-244.209,0,0
-211.622,-120.198,0,0
-148.65,-29.2899,0,0
39.282,-125.835,0,0
115.488,-48.197,0,0
-77.8154,-75.394,0,0
227.154,228.609,0,0
57.159,-135.121,0,0
-236.261,79.5557,0,0
140.434,-168.635,0,0
-92.2945,-30.7339,0,0
-233.127,113.471,0,0
-115.546,-225.507,0,0
180.846,-159.09,0,0
-206.057,114.025,0,0
149.427,-48.1911,0,0
-178.471,-199.413,0,0
-87.0608,78.706,0,0
246.54,-196.908,0,0
157.186,234.355,0,0
55.3581,-51.6235,0,0
-124.116,17.2156,0,0
247.121,-220.81,0,0
191.113,125.711,0,0
-167.541,120.563,0,0
-103.381,114.098,0,0
-36.9457,21.6113,39.8875,400
-174.795,-25.5406,0,0
105.788,-148.625,0,0
-242.886,-201.626,0,0
-113.618,179.376,0,0
180.913,-13.794,0,0
-77.8631,-47.0329,0,0
-192.854,-122.76,0,0
-246.862,224.098,0,0
-203.948,122.065,0,0
197.277,-9.51206,0,0
-156.398,-219.716,0,0
58.3684,170.47,0,0
-155.91,-49.2259,0,0
-231.014,-84.779,0,0
175.653,-79.034,0,0
-214.114,-28.1331,0,0
14.0788,106.588,0,0
216.851,-207.735,0,0
